action,attribute,txGas,blockGas,time
Devices.registerDevice,,6721975,520458,1010
Devices.updateDeviceLocation,same,6721975,472889,1016
Devices.updateDeviceLocation,different,6721975,434594,998
Devices.updateDeviceServices,,6721975,70327,562
Devices.updateDeviceIPs,,6721975,64953,516
